0000004C, AMS_PackVoltage, 0.0
00000418, RRSpeedKPH, 0.0
00000418, FLSpeedKPH, 0.0
00000418, FRSpeedKPH, 0.0
00000419, StateBatteryChargeHV, 92.80000000000001
00000419, StateBatteryHealthHV, 0.0
00000419, StateBatteryPowerHV, 331.90000000000003
00000419, TempCellMax, 156.0
00000419, TempCellMin, 55.0
00000419, StateBMS, Wait_System_Up
00000419, TempChannelMuxSelect, 21
00000419, TempChannel64, 0.0
00000419, TempChannel65, 0.0
00000419, TempChannel66, 0.0
0000041A, TCTorqueMax, 3.392
0000041A, TCLeftSlip, -0.999
0000041A, TCRightSlip, -0.999
0000041A, TCTorqueAdjustment, 0.0
00000430, VoltageCellMuxSelect, 22
00000430, VoltageCell67, 3.7139
00000430, VoltageCell68, 3.7836000000000003
00000430, VoltageCell69, 3.7725
00000435, AdjustedVoltageCellMuxSelect, 22
00000435, AdjustedVoltageCell67, 3.7135000000000002
00000435, AdjustedVoltageCell68, 3.7841
00000435, AdjustedVoltageCell69, 3.7724
00000437, TempChannelMuxSelect, 22
00000437, TempChannel67, 0.0
00000437, TempChannel68, 0.0
00000437, TempChannel69, 21.60000000000001
00000439, VCU_wheelSpeed_RL, 0.0
00000439, VCU_wheelSpeed_RR, 0.0
0000043B, RLSpeedKPH, 0.0
0000043B, RRSpeedKPH, 0.0
0000043B, FLSpeedKPH, 0.0
0000043B, FRSpeedKPH, 0.0
0000043D, TCTorqueMax, 3.392
0000043D, TCLeftSlip, -0.999
0000043D, TCRightSlip, -0.999
0000043D, TCTorqueAdjustment, 0.0
00000448, ThrottlePercent, 0
00000448, BrakePercent, 9
00000448, brakePressure, 10
00000448, SteeringAngle, -102
00000448, BrakeWhileThrottle, 0
00000451, VoltageBusHV, 0.05
00000451, VoltageCellMax, 3.9128000000000003
00000451, VoltageCellMin, 3.6945
00000451, CurrentBusHV, 0.01
00000453, AMS_PackVoltage, 525.59
0000045D, VCU_wheelSpeed_RL, 0.0
0000045D, VCU_wheelSpeed_RR, 0.0
0000045E, RLSpeedKPH, 0.0
0000045E, RRSpeedKPH, 0.0
0000045E, FLSpeedKPH, 0.0
0000045E, FRSpeedKPH, 0.0
00000460, TCTorqueMax, 3.392
00000460, TCLeftSlip, -0.999
00000460, TCRightSlip, -0.999
00000460, TCTorqueAdjustment, 0.0
00000465, VoltageCellMuxSelect, 23
00000465, VoltageCell70, 3.7733000000000003
00000465, VoltageCell71, 3.7145
00000465, VoltageCell72, 3.7259
00000466, AdjustedVoltageCellMuxSelect, 23
00000466, AdjustedVoltageCell70, 3.7733000000000003
00000466, AdjustedVoltageCell71, 3.7142000000000004
00000466, AdjustedVoltageCell72, 3.7258
0000046B, TempChannelMuxSelect, 23
0000046B, TempChannel70, 21.730000000000004
0000046B, TempChannel71, 21.700000000000003
0000046B, TempChannel72, 21.560000000000002
0000047A, ThrottlePercent, 0
0000047A, BrakePercent, 7
0000047A, brakePressure, 10
0000047A, SteeringAngle, -102
0000047A, BrakeWhileThrottle, 0
0000047F, VCU_wheelSpeed_RL, 0.0
0000047F, VCU_wheelSpeed_RR, 0.0
00000481, RLSpeedKPH, 0.0
00000481, RRSpeedKPH, 0.0
00000481, FLSpeedKPH, 0.0
00000481, FRSpeedKPH, 0.0
00000483, TCTorqueMax, 3.392
00000483, TCLeftSlip, -0.999
00000483, TCRightSlip, -0.999
00000483, TCTorqueAdjustment, 0.0
00000486, StateBatteryChargeHV, 92.80000000000001
00000486, StateBatteryHealthHV, 0.0
00000486, StateBatteryPowerHV, 331.90000000000003
00000486, TempCellMax, 156.0
00000486, TempCellMin, 55.0
00000486, StateBMS, Wait_System_Up
00000497, VoltageCellMuxSelect, 24
00000497, VoltageCell73, 3.717
00000497, VoltageCell74, 3.7174
00000497, VoltageCell75, 3.7161
00000498, AdjustedVoltageCellMuxSelect, 24
00000498, AdjustedVoltageCell73, 3.717
00000498, AdjustedVoltageCell74, 3.7173000000000003
00000498, AdjustedVoltageCell75, 3.7161
0000049D, TempChannelMuxSelect, 24
0000049D, TempChannel73, 21.540000000000006
0000049D, TempChannel74, 21.590000000000003
0000049D, TempChannel75, 21.659999999999997
000004A3, VCU_wheelSpeed_RL, 0.0
000004A3, VCU_wheelSpeed_RR, 0.0
000004A4, RLSpeedKPH, 0.0
000004A4, RRSpeedKPH, 0.0
000004A4, FLSpeedKPH, 0.0
000004A4, FRSpeedKPH, 0.0
000004A6, TCTorqueMax, 3.392
000004A6, TCLeftSlip, -0.999
000004A6, TCRightSlip, -0.999
000004A6, TCTorqueAdjustment, 0.0
000004AC, ThrottlePercent, 0
000004AC, BrakePercent, 7
000004AC, brakePressure, 10
000004AC, SteeringAngle, -102
000004AC, BrakeWhileThrottle, 0
000004B9, VoltageBusHV, 0.02
000004B9, VoltageCellMax, 3.9129
000004B9, VoltageCellMin, 3.6946000000000003
000004B9, CurrentBusHV, 0.01
000004BA, AMS_PackVoltage, 525.59
000004C5, VCU_wheelSpeed_RL, 0.0
000004C5, VCU_wheelSpeed_RR, 0.0
000004C7, VoltageCellMuxSelect, 25
000004C7, VoltageCell76, 3.7212
000004C7, VoltageCell77, 3.7075
000004C7, VoltageCell78, 3.7811000000000003
000004C7, RLSpeedKPH, 0.0
000004C7, RRSpeedKPH, 0.0
000004C7, FLSpeedKPH, 0.0
000004C7, FRSpeedKPH, 0.0
000004C8, AdjustedVoltageCellMuxSelect, 25
000004C8, AdjustedVoltageCell76, 3.7212
000004C8, AdjustedVoltageCell77, 3.7073
000004C8, AdjustedVoltageCell78, 3.7813000000000003
000004C9, TCTorqueMax, 3.392
000004C9, TCLeftSlip, -0.999
000004C9, TCRightSlip, -0.999
000004C9, TCTorqueAdjustment, 0.0
000004CD, TempChannelMuxSelect, 25
000004CD, TempChannel76, 21.590000000000003
000004CD, TempChannel77, 21.549999999999997
000004CD, TempChannel78, 0.0
000004DE, ThrottlePercent, 0
000004DE, BrakePercent, 7
000004DE, brakePressure, 10
000004DE, SteeringAngle, -102
000004DE, BrakeWhileThrottle, 0
000004E9, VCU_wheelSpeed_RL, 0.0
000004E9, VCU_wheelSpeed_RR, 0.0
000004EA, RLSpeedKPH, 0.0
000004EA, RRSpeedKPH, 0.0
000004EA, FLSpeedKPH, 0.0
000004EA, FRSpeedKPH, 0.0
000004EC, TCTorqueMax, 3.392
000004EC, TCLeftSlip, -0.999
000004EC, TCRightSlip, -0.999
000004EC, TCTorqueAdjustment, 0.0
000004F4, StateBatteryChargeHV, 92.80000000000001
000004F4, StateBatteryHealthHV, 0.0
000004F4, StateBatteryPowerHV, 331.90000000000003
000004F4, TempCellMax, 156.0
000004F4, TempCellMin, 55.0
000004F4, StateBMS, Wait_System_Up
000004F8, VoltageCellMuxSelect, 26
000004F8, VoltageCell79, 3.7702
000004F8, VoltageCell80, 3.7722
000004F8, VoltageCell81, 3.7158
000004FA, AdjustedVoltageCellMuxSelect, 26
000004FA, AdjustedVoltageCell79, 3.7701000000000002
000004FA, AdjustedVoltageCell80, 3.7721
000004FA, AdjustedVoltageCell81, 3.7151
000004FE, TempChannelMuxSelect, 26
000004FE, TempChannel79, 0.0
000004FE, TempChannel80, 0.0
000004FE, TempChannel81, 0.0
0000050B, VCU_wheelSpeed_RL, 0.0
0000050B, VCU_wheelSpeed_RR, 0.0
0000050D, RLSpeedKPH, 0.0
0000050D, RRSpeedKPH, 0.0
0000050D, FLSpeedKPH, 0.0
0000050D, FRSpeedKPH, 0.0
0000050F, TCTorqueMax, 3.392
0000050F, TCLeftSlip, -0.999
0000050F, TCRightSlip, -0.999
0000050F, TCTorqueAdjustment, 0.0
00000510, ThrottlePercent, 0
00000510, BrakePercent, 9
00000510, brakePressure, 10
00000510, SteeringAngle, -102
00000510, BrakeWhileThrottle, 0
00000520, VoltageBusHV, 0.01
00000520, VoltageCellMax, 3.9129
00000520, VoltageCellMin, 3.6947
00000520, CurrentBusHV, 0.01
00000521, AMS_PackVoltage, 525.59
0000052C, VoltageCellMuxSelect, 27
0000052C, VoltageCell82, 3.7266000000000004
0000052C, VoltageCell83, 3.7254
0000052C, VoltageCell84, 3.7263
0000052E, AdjustedVoltageCellMuxSelect, 27
0000052E, AdjustedVoltageCell82, 3.7266000000000004
0000052E, AdjustedVoltageCell83, 3.7254
0000052E, AdjustedVoltageCell84, 3.7263
0000052E, VCU_wheelSpeed_RL, 0.0
0000052E, VCU_wheelSpeed_RR, 0.0
00000530, TempChannelMuxSelect, 27
00000530, TempChannel82, 21.379999999999995
00000530, TempChannel83, 21.439999999999998
00000530, TempChannel84, 21.409999999999997
00000530, RLSpeedKPH, 0.0
00000530, RRSpeedKPH, 0.0
00000530, FLSpeedKPH, 0.0
00000530, FRSpeedKPH, 0.0
00000532, TCTorqueMax, 3.392
00000532, TCLeftSlip, -0.999
00000532, TCRightSlip, -0.999
00000532, TCTorqueAdjustment, 0.0
00000542, ThrottlePercent, 0
00000542, BrakePercent, 6
00000542, brakePressure, 10
00000542, SteeringAngle, -102
00000542, BrakeWhileThrottle, 0
00000551, VCU_wheelSpeed_RL, 0.0
00000551, VCU_wheelSpeed_RR, 0.0
00000553, RLSpeedKPH, 0.0
00000553, RRSpeedKPH, 0.0
00000553, FLSpeedKPH, 0.0
00000553, FRSpeedKPH, 0.0
00000555, TCTorqueMax, 3.392
00000555, TCLeftSlip, -0.999
00000555, TCRightSlip, -0.999
00000555, TCTorqueAdjustment, 0.0
00000561, StateBatteryChargeHV, 92.80000000000001
00000561, StateBatteryHealthHV, 0.0
00000561, StateBatteryPowerHV, 331.90000000000003
00000561, TempCellMax, 156.0
00000561, TempCellMin, 55.0
00000561, StateBMS, Wait_System_Up
00000561, VoltageCellMuxSelect, 28
00000561, VoltageCell85, 3.7256
00000561, VoltageCell86, 3.7292
00000561, VoltageCell87, 3.7158
00000563, AdjustedVoltageCellMuxSelect, 28
00000563, AdjustedVoltageCell85, 3.7256
00000563, AdjustedVoltageCell86, 3.7292
00000563, AdjustedVoltageCell87, 3.7154000000000003
00000565, TempChannelMuxSelect, 28
00000565, TempChannel85, 21.460000000000008
00000565, TempChannel86, 21.379999999999995
00000565, TempChannel87, 21.430000000000007
00000574, ThrottlePercent, 0
00000574, BrakePercent, 9
00000574, brakePressure, 10
00000574, SteeringAngle, -102
00000574, BrakeWhileThrottle, 0
00000575, VCU_wheelSpeed_RL, 0.0
00000575, VCU_wheelSpeed_RR, 0.0
00000576, RLSpeedKPH, 0.0
00000576, RRSpeedKPH, 0.0
00000576, FLSpeedKPH, 0.0
00000576, FRSpeedKPH, 0.0
00000578, TCTorqueMax, 3.392
00000578, TCLeftSlip, -0.999
00000578, TCRightSlip, -0.999
00000578, TCTorqueAdjustment, 0.0
00000587, VoltageBusHV, 0.0
00000587, VoltageCellMax, 3.9128000000000003
00000587, VoltageCellMin, 3.6947
00000587, CurrentBusHV, 0.01
00000588, AMS_PackVoltage, 525.59
0000059D, VoltageCellMuxSelect, 29
0000059D, VoltageCell88, 3.7829
0000059D, VoltageCell89, 3.773
0000059D, VoltageCell90, 3.774
0000059D, AdjustedVoltageCellMuxSelect, 29
0000059D, AdjustedVoltageCell88, 3.7831
0000059D, AdjustedVoltageCell89, 3.7729000000000004
0000059D, AdjustedVoltageCell90, 3.7742
0000059D, TempChannelMuxSelect, 29
0000059D, TempChannel88, 24.519999999999996
0000059D, TempChannel89, 21.39
0000059D, TempChannel90, 21.47
0000059D, VCU_wheelSpeed_RL, 0.0
0000059D, VCU_wheelSpeed_RR, 0.0
0000059D, RLSpeedKPH, 0.0
0000059D, RRSpeedKPH, 0.0
0000059D, FLSpeedKPH, 0.0
0000059D, FRSpeedKPH, 0.0
0000059D, TCTorqueMax, 3.392
0000059D, TCLeftSlip, -0.999
0000059D, TCRightSlip, -0.999
0000059D, TCTorqueAdjustment, 0.0
000005A6, ThrottlePercent, 0
000005A6, BrakePercent, 8
000005A6, brakePressure, 10
000005A6, SteeringAngle, -102
000005A6, BrakeWhileThrottle, 0
000005BB, VCU_wheelSpeed_RL, 0.0
000005BB, VCU_wheelSpeed_RR, 0.0
000005BC, RLSpeedKPH, 0.0
000005BC, RRSpeedKPH, 0.0
000005BC, FLSpeedKPH, 0.0
000005BC, FRSpeedKPH, 0.0
000005BE, TCTorqueMax, 3.392
000005BE, TCLeftSlip, -0.999
000005BE, TCRightSlip, -0.999
000005BE, TCTorqueAdjustment, 0.0
000005CE, StateBatteryChargeHV, 92.80000000000001
000005CE, StateBatteryHealthHV, 0.0
000005CE, StateBatteryPowerHV, 331.90000000000003
000005CE, TempCellMax, 156.0
000005CE, TempCellMin, 55.0
000005CE, StateBMS, Wait_System_Up
000005CE, VoltageCellMuxSelect, 30
000005CE, VoltageCell91, 3.7162
000005CE, VoltageCell92, 3.7275
000005CE, VoltageCell93, 3.7263
000005D0, AdjustedVoltageCellMuxSelect, 30
000005D0, AdjustedVoltageCell91, 3.7154000000000003
000005D0, AdjustedVoltageCell92, 3.7274000000000003
000005D0, AdjustedVoltageCell93, 3.7263
000005D2, TempChannelMuxSelect, 30
000005D2, TempChannel91, 21.61
000005D2, TempChannel92, 21.450000000000003
000005D2, TempChannel93, 21.409999999999997
000005D8, ThrottlePercent, 0
000005D8, BrakePercent, 9
000005D8, brakePressure, 10
000005D8, SteeringAngle, -102
000005D8, BrakeWhileThrottle, 0
000005DD, VCU_wheelSpeed_RL, 0.0
000005DD, VCU_wheelSpeed_RR, 0.0
000005DF, RLSpeedKPH, 0.0
000005DF, RRSpeedKPH, 0.0
000005DF, FLSpeedKPH, 0.0
000005DF, FRSpeedKPH, 0.0
000005E1, TCTorqueMax, 3.392
000005E1, TCLeftSlip, -0.999
000005E1, TCRightSlip, -0.999
000005E1, TCTorqueAdjustment, 0.0
000005EE, VoltageBusHV, 0.0
000005EE, VoltageCellMax, 3.9129
000005EE, VoltageCellMin, 3.6948000000000003
000005EE, CurrentBusHV, 0.01
000005EF, AMS_PackVoltage, 525.59
000005F2, VoltageBusLV, 12168
000005F2, CurrentBusLV, 377
000005F4, VoltageCellMuxSelect, 31
000005F4, VoltageCell94, 3.7263
000005F4, VoltageCell95, 3.7258
000005F4, VoltageCell96, 3.7298
000005F5, AdjustedVoltageCellMuxSelect, 31
000005F5, AdjustedVoltageCell94, 3.7263
000005F5, AdjustedVoltageCell95, 3.7259
000005F5, AdjustedVoltageCell96, 3.7298
000005FA, TempChannelMuxSelect, 31
000005FA, TempChannel94, 21.460000000000008
000005FA, TempChannel95, 0.0
000005FA, TempChannel96, 21.35000000000001
00000601, VCU_wheelSpeed_RL, 0.0
00000601, VCU_wheelSpeed_RR, 0.0
00000602, RLSpeedKPH, 0.0
00000602, RRSpeedKPH, 0.0
00000602, FLSpeedKPH, 0.0
00000602, FRSpeedKPH, 0.0
00000604, TCTorqueMax, 3.392
00000604, TCLeftSlip, -0.999
00000604, TCRightSlip, -0.999
00000604, TCTorqueAdjustment, 0.0
0000060A, ThrottlePercent, 0
0000060A, BrakePercent, 7
0000060A, brakePressure, 10
0000060A, SteeringAngle, -102
0000060A, BrakeWhileThrottle, 0
00000623, VCU_wheelSpeed_RL, 0.0
00000623, VCU_wheelSpeed_RR, 0.0
00000625, RLSpeedKPH, 0.0
00000625, RRSpeedKPH, 0.0
00000625, FLSpeedKPH, 0.0
00000625, FRSpeedKPH, 0.0
00000627, TCTorqueMax, 3.392
00000627, TCLeftSlip, -0.999
00000627, TCRightSlip, -0.999
00000627, TCTorqueAdjustment, 0.0
0000063B, StateBatteryChargeHV, 92.80000000000001
0000063B, StateBatteryHealthHV, 0.0
0000063B, StateBatteryPowerHV, 331.90000000000003
0000063B, TempCellMax, 156.0
0000063B, TempCellMin, 55.0
0000063B, StateBMS, Wait_System_Up
0000063B, VoltageCellMuxSelect, 32
0000063B, VoltageCell97, 3.7174
0000063B, VoltageCell98, 3.7842000000000002
0000063B, VoltageCell99, 3.7728
0000063C, ThrottlePercent, 0
0000063C, BrakePercent, 6
0000063C, brakePressure, 10
0000063C, SteeringAngle, -102
0000063C, BrakeWhileThrottle, 0
0000063D, AdjustedVoltageCellMuxSelect, 32
0000063D, AdjustedVoltageCell97, 3.7169000000000003
0000063D, AdjustedVoltageCell98, 3.7848
0000063D, AdjustedVoltageCell99, 3.7728
0000063F, TempChannelMuxSelect, 32
0000063F, TempChannel97, 21.450000000000003
0000063F, TempChannel98, 21.35000000000001
0000063F, TempChannel99, 21.450000000000003
00000647, VCU_wheelSpeed_RL, 0.0
00000647, VCU_wheelSpeed_RR, 0.0
00000648, RLSpeedKPH, 0.0
00000648, RRSpeedKPH, 0.0
00000648, FLSpeedKPH, 0.0
00000648, FRSpeedKPH, 0.0
0000064A, TCTorqueMax, 3.392
0000064A, TCLeftSlip, -0.999
0000064A, TCRightSlip, -0.999
0000064A, TCTorqueAdjustment, 0.0
00000656, VoltageBusHV, 0.02
00000656, VoltageCellMax, 3.9128000000000003
00000656, VoltageCellMin, 3.6949
00000656, CurrentBusHV, 0.0
00000657, VoltageCellMuxSelect, 33
00000657, VoltageCell100, 3.7720000000000002
00000657, VoltageCell101, 3.7217000000000002
00000657, VoltageCell102, 3.726
00000657, AMS_PackVoltage, 525.59
00000659, AdjustedVoltageCellMuxSelect, 33
00000659, AdjustedVoltageCell100, 3.7719
00000659, AdjustedVoltageCell101, 3.7212
00000659, AdjustedVoltageCell102, 3.726
0000065B, TempChannelMuxSelect, 33
0000065B, TempChannel100, 21.35000000000001
0000065B, TempChannel101, 21.450000000000003
0000065B, TempChannel102, 21.42
00000669, VCU_wheelSpeed_RL, 0.0
00000669, VCU_wheelSpeed_RR, 0.0
0000066B, RLSpeedKPH, 0.0
0000066B, RRSpeedKPH, 0.0
0000066B, FLSpeedKPH, 0.0
0000066B, FRSpeedKPH, 0.0
0000066D, TCTorqueMax, 3.392
0000066D, TCLeftSlip, -0.999
0000066D, TCRightSlip, -0.999
0000066D, TCTorqueAdjustment, 0.0
0000066E, ThrottlePercent, 0
0000066E, BrakePercent, 9
0000066E, brakePressure, 10
0000066E, SteeringAngle, -102
0000066E, BrakeWhileThrottle, 0
00000689, VoltageCellMuxSelect, 34
00000689, VoltageCell103, 3.7251000000000003
00000689, VoltageCell104, 3.7259
00000689, VoltageCell105, 3.7254
0000068D, VCU_wheelSpeed_RL, 0.0
0000068D, VCU_wheelSpeed_RR, 0.0
0000068D, AdjustedVoltageCellMuxSelect, 34
0000068D, AdjustedVoltageCell103, 3.725
0000068D, AdjustedVoltageCell104, 3.7259
0000068D, AdjustedVoltageCell105, 3.7254
0000068E, RLSpeedKPH, 0.0
0000068E, RRSpeedKPH, 0.0
0000068E, FLSpeedKPH, 0.0
0000068E, FRSpeedKPH, 0.0
0000068F, TempChannelMuxSelect, 34
0000068F, TempChannel103, 24.519999999999996
0000068F, TempChannel104, 21.430000000000007
0000068F, TempChannel105, 24.519999999999996
00000690, TCTorqueMax, 3.392
00000690, TCLeftSlip, -0.999
00000690, TCRightSlip, -0.999
00000690, TCTorqueAdjustment, 0.0
000006A0, ThrottlePercent, 0
000006A0, BrakePercent, 7
000006A0, brakePressure, 10
000006A0, SteeringAngle, -102
000006A0, BrakeWhileThrottle, 0
000006A9, StateBatteryChargeHV, 92.80000000000001
000006A9, StateBatteryHealthHV, 0.0
000006A9, StateBatteryPowerHV, 100.80000000000001
000006A9, TempCellMax, 24.75
000006A9, TempCellMin, 21.5
000006A9, StateBMS, Wait_System_Up
000006AF, VCU_wheelSpeed_RL, 0.0
000006AF, VCU_wheelSpeed_RR, 0.0
000006B1, RLSpeedKPH, 0.0
000006B1, RRSpeedKPH, 0.0
000006B1, FLSpeedKPH, 0.0
000006B1, FRSpeedKPH, 0.0
000006B3, TCTorqueMax, 3.392
000006B3, TCLeftSlip, -0.999
000006B3, TCRightSlip, -0.999
000006B3, TCTorqueAdjustment, 0.0
000006BB, VoltageCellMuxSelect, 35
000006BB, VoltageCell106, 3.7288
000006BB, VoltageCell107, 3.7158
000006BB, VoltageCell108, 3.7823
000006BE, VoltageBusHV, 0.04
000006BE, VoltageCellMax, 3.9130000000000003
000006BE, VoltageCellMin, 3.6950000000000003
000006BE, CurrentBusHV, 0.0
000006BE, AdjustedVoltageCellMuxSelect, 35
000006BE, AdjustedVoltageCell106, 3.7288
000006BE, AdjustedVoltageCell107, 3.7151
000006BE, AdjustedVoltageCell108, 3.7830000000000004
000006BF, AMS_PackVoltage, 525.59
000006C0, TempChannelMuxSelect, 35
000006C0, TempChannel106, 21.42
000006C0, TempChannel107, 21.35000000000001
000006C0, TempChannel108, 21.540000000000006
000006D3, ThrottlePercent, 0
000006D3, BrakePercent, 11
000006D3, brakePressure, 10
000006D3, SteeringAngle, -102
000006D3, BrakeWhileThrottle, 0
000006D3, VCU_wheelSpeed_RL, 0.0
000006D3, VCU_wheelSpeed_RR, 0.0
000006D4, RLSpeedKPH, 0.0
000006D4, RRSpeedKPH, 0.0
000006D4, FLSpeedKPH, 0.0
000006D4, FRSpeedKPH, 0.0
000006D6, TCTorqueMax, 3.392
000006D6, TCLeftSlip, -0.999
000006D6, TCRightSlip, -0.999
000006D6, TCTorqueAdjustment, 0.0
000006EF, VoltageCellMuxSelect, 36
000006EF, VoltageCell109, 3.7745
000006EF, VoltageCell110, 3.7733000000000003
000006EF, VoltageCell111, 3.7306000000000004
000006F0, AdjustedVoltageCellMuxSelect, 36
000006F0, AdjustedVoltageCell109, 3.7744
000006F0, AdjustedVoltageCell110, 3.7733000000000003
000006F0, AdjustedVoltageCell111, 3.7309
000006F5, TempChannelMuxSelect, 36
000006F5, TempChannel109, 21.42
000006F5, TempChannel110, 21.549999999999997
000006F5, TempChannel111, 21.450000000000003
000006F5, VCU_wheelSpeed_RL, 0.0
000006F5, VCU_wheelSpeed_RR, 0.0
000006F7, RLSpeedKPH, 0.0
000006F7, RRSpeedKPH, 0.0
000006F7, FLSpeedKPH, 0.0
000006F7, FRSpeedKPH, 0.0
000006F9, TCTorqueMax, 3.392
000006F9, TCLeftSlip, -0.999
000006F9, TCRightSlip, -0.999
000006F9, TCTorqueAdjustment, 0.0
00000704, ThrottlePercent, 0
00000704, BrakePercent, 8
00000704, brakePressure, 10
00000704, SteeringAngle, -102
00000704, BrakeWhileThrottle, 0
00000717, StateBatteryChargeHV, 92.80000000000001
00000717, StateBatteryHealthHV, 0.0
00000717, StateBatteryPowerHV, 100.80000000000001
00000717, TempCellMax, 24.75
00000717, TempCellMin, 21.5
00000717, StateBMS, Wait_System_Up
00000719, VCU_wheelSpeed_RL, 0.0
00000719, VCU_wheelSpeed_RR, 0.0
0000071A, RLSpeedKPH, 0.0
0000071A, RRSpeedKPH, 0.0
0000071A, FLSpeedKPH, 0.0
0000071A, FRSpeedKPH, 0.0
0000071C, TCTorqueMax, 3.392
0000071C, TCLeftSlip, -0.999
0000071C, TCRightSlip, -0.999
0000071C, TCTorqueAdjustment, 0.0
00000721, VoltageCellMuxSelect, 37
00000721, VoltageCell112, 3.7271
00000721, VoltageCell113, 3.7266000000000004
00000721, VoltageCell114, 3.7272000000000003
00000722, AdjustedVoltageCellMuxSelect, 37
00000722, AdjustedVoltageCell112, 3.7271
00000722, AdjustedVoltageCell113, 3.7266000000000004
00000722, AdjustedVoltageCell114, 3.7272000000000003
00000726, VoltageBusHV, 0.0
00000726, VoltageCellMax, 3.9129
00000726, VoltageCellMin, 3.6949
00000726, CurrentBusHV, 0.0
00000726, TempChannelMuxSelect, 37
00000726, TempChannel112, 21.39
00000726, TempChannel113, 21.39
00000726, TempChannel114, 21.409999999999997
00000727, AMS_PackVoltage, 525.59
00000736, ThrottlePercent, 0
00000736, BrakePercent, 8
00000736, brakePressure, 10
00000736, SteeringAngle, -102
00000736, BrakeWhileThrottle, 0
0000073C, VCU_wheelSpeed_RL, 0.0
0000073C, VCU_wheelSpeed_RR, 0.0
0000073D, RLSpeedKPH, 0.0
0000073D, RRSpeedKPH, 0.0
0000073D, FLSpeedKPH, 0.0
0000073D, FRSpeedKPH, 0.0
0000073F, TCTorqueMax, 3.392
0000073F, TCLeftSlip, -0.999
0000073F, TCRightSlip, -0.999
0000073F, TCTorqueAdjustment, 0.0
00000751, VoltageCellMuxSelect, 38
00000751, VoltageCell115, 3.7269
00000751, VoltageCell116, 3.7298
00000751, VoltageCell117, 3.7705
00000752, AdjustedVoltageCellMuxSelect, 38
00000752, AdjustedVoltageCell115, 3.7269
00000752, AdjustedVoltageCell116, 3.7298
00000752, AdjustedVoltageCell117, 3.7708000000000004
00000757, TempChannelMuxSelect, 38
00000757, TempChannel115, 24.519999999999996
00000757, TempChannel116, 21.460000000000008
00000757, TempChannel117, 24.519999999999996
0000075F, VCU_wheelSpeed_RL, 0.0
0000075F, VCU_wheelSpeed_RR, 0.0
00000760, RLSpeedKPH, 0.0
00000760, RRSpeedKPH, 0.0
00000760, FLSpeedKPH, 0.0
00000760, FRSpeedKPH, 0.0
00000762, TCTorqueMax, 3.392
00000762, TCLeftSlip, -0.999
00000762, TCRightSlip, -0.999
00000762, TCTorqueAdjustment, 0.0
00000768, ThrottlePercent, 0
00000768, BrakePercent, 11
00000768, brakePressure, 10
00000768, SteeringAngle, -102
00000768, BrakeWhileThrottle, 0
00000782, VCU_wheelSpeed_RL, 0.0
00000782, VCU_wheelSpeed_RR, 0.0
00000782, PDU_Heartbeat_dummydata, 0
00000783, ChannelCurrentFanLeft, 0.01
00000783, ChannelCurrentFanRight, 0.02
00000783, ChannelCurrentPumpLeft, 0.0
00000783, ChannelCurrentPumpRight, 0.0
00000784, RLSpeedKPH, 0.0
00000784, RRSpeedKPH, 0.0
00000784, FLSpeedKPH, 0.0
00000784, FRSpeedKPH, 0.0
00000784, ChannelCurrentBMU, 0.3
00000784, ChannelCurrentDCU, 0.05
00000784, ChannelCurrentVCU, 0.45
00000784, ChannelCurrentWSB, 0.42
00000784, ChannelCurrentAUX, 0.0
00000784, ChannelCurrentBrakeLight, 0.0
00000784, ChannelCurrentMCLeft, 0.0
00000784, ChannelCurrentMCRight, 0.02
00000784, StateBatteryChargeHV, 92.80000000000001
00000784, StateBatteryHealthHV, 0.0
00000784, StateBatteryPowerHV, 100.80000000000001
00000784, TempCellMax, 24.75
00000784, TempCellMin, 21.5
00000784, StateBMS, Wait_System_Up
00000784, CarStateIsLV, -1
00000784, CarStateIsEM, 0
00000784, CarStateIsHV, 0
00000785, TCTorqueMax, 3.392
00000785, TCLeftSlip, -0.999
00000785, TCRightSlip, -0.999
00000785, TCTorqueAdjustment, 0.0
00000787, AdjustedVoltageCellMuxSelect, 39
00000787, AdjustedVoltageCell118, 3.7849000000000004
00000787, AdjustedVoltageCell119, 3.7722
00000787, AdjustedVoltageCell120, 3.7734
00000789, TempChannelMuxSelect, 39
00000789, TempChannel118, 21.36
